timestamp,open,high,low,close,volume
1715360400,61061.3,61068.1,60161.2,60397.2,1237377.9
1715364000,60397.2,60768.4,60219.1,60705.9,432861.6
1715367600,60704.6,60900.0,60540.5,60711.4,390354.2
1715371200,60712.6,60974.2,60464.3,60530.1,308022.6
1715374800,60530.1,60780.0,60475.9,60724.3,137379.9
1715378400,60724.3,60932.6,60597.3,60846.8,183565.3
1715382000,60846.7,61017.7,60780.0,60811.3,162790.0
1715385600,60811.3,60947.8,60655.0,60784.1,179519.7
1715389200,60784.1,61105.6,60764.9,60872.8,283939.7
1715392800,60872.8,60979.5,60750.0,60898.0,148564.8
1715396400,60898.0,60918.4,60707.0,60730.7,107640.4
1715400000,60730.8,60894.0,60710.5,60768.5,124375.9
1715403600,60768.4,60945.0,60768.4,60925.5,86420.2
1715407200,60925.5,61084.0,60892.2,60951.5,180696.8
1715410800,60951.5,61017.5,60852.0,61012.2,125411.4
1715414400,61012.2,61055.0,60760.5,60781.8,187791.3
1715418000,60781.9,60912.0,60666.7,60898.1,177781.5
1715421600,60898.0,60903.9,60680.8,60744.8,106498.7
1715425200,60744.8,60792.2,60469.8,60674.0,355601.9
1715428800,60674.0,60815.6,60622.9,60705.9,119111.2
1715432400,60705.9,60997.8,60654.5,60973.6,260678.1
1715436000,60973.7,61000.0,60772.5,60834.6,170846.9
1715439600,60834.5,61535.8,60834.5,61183.0,956462.8
1715443200,61183.5,61409.7,61083.8,61198.0,295267.3
1715446800,61198.6,61253.1,61009.2,61110.8,171119.0
1715450400,61110.8,61316.3,61022.2,61218.2,107352.2
1715454000,61218.2,61233.9,61057.0,61140.2,71748.7
1715457600,61140.2,61161.7,60770.3,61007.2,245724.1
1715461200,61007.2,61007.2,60835.1,60916.1,66175.3
1715464800,60916.0,60995.8,60890.8,60915.9,77681.6
1715468400,60915.8,60987.2,60737.0,60821.3,135135.1
1715472000,60821.3,61121.0,60792.0,60980.0,179612.4
1715475600,60979.9,61090.4,60850.0,60859.4,97448.7
1715479200,60859.4,60975.6,60822.0,60927.4,89315.3
1715482800,60927.5,60980.0,60854.7,60929.9,78958.1
1715486400,60929.9,61120.0,60910.8,61092.5,116351.5
1715490000,61092.5,61092.6,60974.2,61048.8,76856.4
1715493600,61049.8,61074.1,60934.6,60941.3,61086.2
1715497200,60941.3,60998.3,60601.0,60818.0,343796.5
1715500800,60817.9,61103.0,60779.0,61044.8,314611.7
1715504400,61045.0,61067.9,60946.2,60981.6,121744.8
1715508000,60984.0,61363.7,60936.2,61160.0,393696.8
1715511600,61160.1,61238.0,61103.1,61140.2,92490.4
1715515200,61140.2,61237.0,61071.8,61154.2,101487.5
1715518800,61154.1,61257.5,61093.4,61200.1,89298.8
1715522400,61200.1,61324.8,61111.6,61170.2,148408.0
1715526000,61170.3,61577.8,61137.9,61419.9,384352.7
1715529600,61420.0,61874.3,61332.0,61332.1,729111.1
1715533200,61332.0,61666.0,61160.6,61598.3,444682.5
1715536800,61598.4,61640.0,61340.2,61365.6,117288.6
1715540400,61365.7,61456.9,61217.0,61413.5,158129.4
1715544000,61414.0,61439.5,61281.0,61288.6,65340.9
1715547600,61288.6,61316.7,60900.0,61244.2,269319.8
1715551200,61244.2,61422.8,61206.0,61332.3,116817.1
1715554800,61332.3,61543.7,61275.5,61471.9,142349.1
1715558400,61471.9,61817.5,61471.8,61503.7,268079.4
1715562000,61503.8,61548.8,61164.9,61403.3,400846.8
1715565600,61403.3,61495.0,60935.0,61041.9,785361.4
1715569200,61042.0,61196.1,60756.0,61152.1,636687.0
1715572800,61152.2,61161.4,60891.3,60989.8,246384.4
1715576400,60989.7,61028.7,60800.0,60875.2,247209.4
1715580000,60875.1,61567.0,60803.5,61516.8,592939.7
