timestamp,open,high,low,close,volume
1715360400,2921.46,2921.65,2880.56,2896.26,798010.9
1715362200,2896.26,2899.99,2874.91,2892.42,627284.3
1715364000,2892.41,2897.9,2885.0,2895.49,255584.8
1715365800,2895.48,2909.0,2895.05,2907.35,274504.5
1715367600,2907.28,2917.0,2902.3,2904.78,160325.0
1715369400,2904.78,2908.42,2897.09,2901.37,91996.7
1715371200,2901.38,2912.68,2891.2,2898.1,191559.8
1715373000,2898.09,2899.62,2888.32,2893.16,136284.4
1715374800,2893.16,2900.64,2887.28,2896.19,85403.6
1715376600,2896.19,2907.0,2894.0,2906.99,117761.0
1715378400,2907.0,2910.99,2896.91,2898.39,177265.0
1715380200,2898.38,2906.99,2897.15,2905.78,75002.2
1715382000,2905.77,2914.67,2905.77,2910.28,138108.5
1715383800,2910.28,2916.95,2909.47,2910.73,121371.3
1715385600,2910.74,2921.0,2908.14,2917.98,237647.9
1715387400,2917.98,2919.63,2911.0,2915.01,161397.7
1715389200,2915.01,2938.24,2914.15,2926.72,488650.2
1715391000,2926.72,2926.73,2916.79,2920.07,183047.1
1715392800,2920.08,2922.25,2912.35,2916.11,134815.4
1715394600,2916.11,2925.89,2915.35,2919.79,123595.2
1715396400,2919.78,2920.79,2913.7,2917.0,66346.2
1715398200,2917.0,2920.51,2904.81,2911.63,207593.7
1715400000,2911.64,2915.5,2906.1,2909.6,86308.4
1715401800,2909.6,2916.91,2908.66,2913.35,81338.2
1715403600,2913.34,2923.72,2913.34,2918.76,115114.9
1715405400,2918.77,2923.74,2915.96,2919.39,84225.3
1715407200,2919.39,2925.0,2916.0,2922.67,91086.5
1715409000,2922.68,2928.55,2917.44,2920.99,111000.1
1715410800,2920.99,2922.2,2914.5,2920.38,82055.5
1715412600,2920.39,2924.99,2919.78,2921.99,78181.1
1715414400,2922.0,2925.68,2910.3,2911.43,191455.5
1715416200,2911.43,2916.58,2910.0,2911.62,134088.9
1715418000,2911.63,2912.65,2895.12,2901.24,397455.6
1715419800,2901.25,2911.76,2900.53,2911.75,130997.9
1715421600,2911.63,2911.76,2905.61,2906.18,92140.7
1715423400,2906.18,2911.0,2900.06,2907.1,121936.6
1715425200,2907.1,2909.83,2885.01,2898.99,511789.6
1715427000,2898.99,2910.47,2898.99,2903.44,147895.1
1715428800,2903.45,2910.36,2903.18,2907.08,109707.7
1715430600,2907.09,2909.68,2897.42,2900.56,119217.4
1715432400,2900.57,2916.9,2895.8,2903.4,252249.5
